#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
139933	851076	855836	31623	35923	YLR362W	YPL240C	STE11	HSP82	-	HSP90	Affinity Capture-Western	physical	Lee P (2004)	14742721	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140978	855836	851800	35923	32268	YPL240C	YDR214W	HSP82	AHA1	HSP90	-	Two-hybrid	physical	Panaretou B (2002)	12504007	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
141529	855836	855440	35923	35560	YPL240C	YNL281W	HSP82	HCH1	HSP90	-	Two-hybrid	physical	Panaretou B (2002)	12504007	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143274	850958	855836	31522	35923	YLR256W	YPL240C	HAP1	HSP82	CYP1	HSP90	Reconstituted Complex	physical	Lee HC (2003)	12897155	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143275	850958	855836	31522	35923	YLR256W	YPL240C	HAP1	HSP82	CYP1	HSP90	Reconstituted Complex	physical	Lee HC (2002)	11751848	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143643	851076	855836	31623	35923	YLR362W	YPL240C	STE11	HSP82	-	HSP90	Affinity Capture-Western	physical	Louvion JF (1998)	9802897	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143661	853743	855836	34018	35923	YKL117W	YPL240C	SBA1	HSP82	-	HSP90	Affinity Capture-Western	physical	Fang Y (1998)	9632755	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143662	853743	855836	34018	35923	YKL117W	YPL240C	SBA1	HSP82	-	HSP90	Reconstituted Complex	physical	Fang Y (1998)	9632755	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144722	855836	852452	35923	32854	YPL240C	YBR155W	HSP82	CNS1	HSP90	-	Reconstituted Complex	physical	Hainzl O (2004)	15044454	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144724	855836	852452	35923	32854	YPL240C	YBR155W	HSP82	CNS1	HSP90	-	Affinity Capture-Western	physical	Tesic M (2003)	12788914	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144725	852452	855836	32854	35923	YBR155W	YPL240C	CNS1	HSP82	-	HSP90	Affinity Capture-Western	physical	Tesic M (2003)	12788914	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144727	855836	852452	35923	32854	YPL240C	YBR155W	HSP82	CNS1	HSP90	-	Reconstituted Complex	physical	Tesic M (2003)	12788914	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144728	854192	855836	34430	35923	YOR027W	YPL240C	STI1	HSP82	-	HSP90	Reconstituted Complex	physical	Richter K (2003)	12525481	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144729	854946	855836	35110	35923	YML057W	YPL240C	CMP2	HSP82	CNA2	HSP90	Affinity Capture-Western	physical	Imai J (2000)	11094077	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144731	855836	850914	35923	31484	YPL240C	YLR216C	HSP82	CPR6	HSP90	CYP40	Reconstituted Complex	physical	Mayr C (2000)	10942767	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144732	855836	853489	35923	33785	YPL240C	YJR032W	HSP82	CPR7	HSP90	-	Reconstituted Complex	physical	Mayr C (2000)	10942767	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144733	855836	854192	35923	34430	YPL240C	YOR027W	HSP82	STI1	HSP90	-	Reconstituted Complex	physical	Mayr C (2000)	10942767	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144734	855836	854192	35923	34430	YPL240C	YOR027W	HSP82	STI1	HSP90	-	Affinity Capture-Western	physical	Liu XD (1999)	10480867	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144735	855836	855661	35923	35759	YPL240C	YNL064C	HSP82	YDJ1	HSP90	MAS5|HSP40	Affinity Capture-Western	physical	Liu XD (1999)	10480867	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144736	855836	853489	35923	33785	YPL240C	YJR032W	HSP82	CPR7	HSP90	-	Affinity Capture-Western	physical	Liu XD (1999)	10480867	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144737	855836	855998	35923	36075	YPL240C	YPL106C	HSP82	SSE1	HSP90	MSI3|LPG3	Affinity Capture-Western	physical	Liu XD (1999)	10480867	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144738	855836	850914	35923	31484	YPL240C	YLR216C	HSP82	CPR6	HSP90	CYP40	Reconstituted Complex	physical	Prodromou C (1999)	9927435	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144739	855836	854192	35923	34430	YPL240C	YOR027W	HSP82	STI1	HSP90	-	Reconstituted Complex	physical	Prodromou C (1999)	9927435	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144742	853489	855836	33785	35923	YJR032W	YPL240C	CPR7	HSP82	-	HSP90	Affinity Capture-Western	physical	Marsh JA (1998)	9819422	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144743	855836	855836	35923	35923	YPL240C	YPL240C	HSP82	HSP82	HSP90	HSP90	Affinity Capture-Western	physical	Marsh JA (1998)	9819422	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144744	855836	852203	35923	32627	YPL240C	YBL075C	HSP82	SSA3	HSP90	YG106	Affinity Capture-Western	physical	Marsh JA (1998)	9819422	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144745	855836	854192	35923	34430	YPL240C	YOR027W	HSP82	STI1	HSP90	-	Affinity Capture-Western	physical	Marsh JA (1998)	9819422	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144746	855836	852452	35923	32854	YPL240C	YBR155W	HSP82	CNS1	HSP90	-	Affinity Capture-Western	physical	Marsh JA (1998)	9819422	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144750	855836	853489	35923	33785	YPL240C	YJR032W	HSP82	CPR7	HSP90	-	Affinity Capture-Western	physical	Duina AA (1996)	8939862	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144751	855836	850914	35923	31484	YPL240C	YLR216C	HSP82	CPR6	HSP90	CYP40	Affinity Capture-Western	physical	Duina AA (1996)	8939862	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146877	852122	855836	32561	35923	YDR510W	YPL240C	SMT3	HSP82	-	HSP90	Affinity Capture-MS	physical	Panse VG (2004)	15292183	559292	559292	High Throughput	-	-	-	-	-	BioGRID
147098	854222	855836	34455	35923	YOR057W	YPL240C	SGT1	HSP82	-	HSP90	Affinity Capture-Western	physical	Lingelbach LB (2004)	15456868	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147100	855836	853743	35923	34018	YPL240C	YKL117W	HSP82	SBA1	HSP90	-	Reconstituted Complex	physical	Richter K (2004)	15364569	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147102	850914	855836	31484	35923	YLR216C	YPL240C	CPR6	HSP82	CYP40	HSP90	Reconstituted Complex	physical	Richter K (2004)	15364569	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147103	854222	855836	34455	35923	YOR057W	YPL240C	SGT1	HSP82	-	HSP90	Affinity Capture-Western	physical	Bansal PK (2004)	15340069	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148906	855836	855836	35923	35923	YPL240C	YPL240C	HSP82	HSP82	HSP90	HSP90	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148957	853489	855836	33785	35923	YJR032W	YPL240C	CPR7	HSP82	-	HSP90	Affinity Capture-Western	physical	Abbas-Terki T (2001)	11604493	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149542	850424	855836	31037	35923	YCR060W	YPL240C	TAH1	HSP82	-	HSP90	Reconstituted Complex	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149556	855836	851272	35923	31799	YPL240C	YAR015W	HSP82	ADE1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149557	855836	851274	35923	31801	YPL240C	YAR019C	HSP82	CDC15	HSP90	LYT1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149558	855836	852171	35923	32600	YPL240C	YBL103C	HSP82	RTG3	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149559	855836	852427	35923	32831	YPL240C	YBR130C	HSP82	SHE3	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149560	855836	852452	35923	32854	YPL240C	YBR155W	HSP82	CNS1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149561	855836	852593	35923	32984	YPL240C	YBR290W	HSP82	BSD2	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149562	855836	850322	35923	30948	YPL240C	YCL035C	HSP82	GRX1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149563	855836	850309	35923	30937	YPL240C	YCL048W	HSP82	SPS22	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149564	855836	850296	35923	30925	YPL240C	YCL063W	HSP82	VAC17	HSP90	YCL062W	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149565	855836	850424	35923	31037	YPL240C	YCR060W	HSP82	TAH1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149566	855836	850429	35923	31041	YPL240C	YCR065W	HSP82	HCM1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149567	855836	850440	35923	31052	YPL240C	YCR077C	HSP82	PAT1	HSP90	MRT1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149568	855836	851330	35923	31849	YPL240C	YDL197C	HSP82	ASF2	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149569	855836	851359	35923	31872	YPL240C	YDL239C	HSP82	ADY3	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149570	855836	851351	35923	31866	YPL240C	YDL246C	HSP82	SOR2	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149571	855836	851709	35923	32187	YPL240C	YDR131C	HSP82	YDR131C	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149572	855836	851741	35923	32214	YPL240C	YDR163W	HSP82	CWC15	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149573	855836	851778	35923	32249	YPL240C	YDR197W	HSP82	CBS2	HSP90	CBP7	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149574	855836	851800	35923	32268	YPL240C	YDR214W	HSP82	AHA1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149575	855836	851802	35923	32269	YPL240C	YDR216W	HSP82	ADR1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149576	855836	851848	35923	32311	YPL240C	YDR261C	HSP82	EXG2	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149577	855836	851870	35923	32330	YPL240C	YDR277C	HSP82	MTH1	HSP90	DGT1|HTR1|BPC1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149578	855836	851894	35923	32352	YPL240C	YDR300C	HSP82	PRO1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149579	855836	851895	35923	32353	YPL240C	YDR301W	HSP82	CFT1	HSP90	YHH1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149580	855836	851923	35923	32381	YPL240C	YDR323C	HSP82	PEP7	HSP90	VPS19|VAC1|VPT19|VPL21	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149581	855836	852146	35923	32582	YPL240C	YDR533C	HSP82	HSP31	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149582	855836	856750	35923	36763	YPL240C	YER028C	HSP82	MIG3	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149583	855836	852865	35923	33227	YPL240C	YGL019W	HSP82	CKB1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149584	855836	852848	35923	33212	YPL240C	YGL035C	HSP82	MIG1	HSP90	TDS22|SSN1|CAT4	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149585	855836	852723	35923	33100	YPL240C	YGL154C	HSP82	LYS5	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149586	855836	852618	35923	33006	YPL240C	YGL233W	HSP82	SEC15	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149587	855836	852958	35923	33311	YPL240C	YGR067C	HSP82	YGR067C	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149588	855836	852972	35923	33323	YPL240C	YGR081C	HSP82	SLX9	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149589	855836	853014	35923	33362	YPL240C	YGR117C	HSP82	YGR117C	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149590	855836	853023	35923	33370	YPL240C	YGR123C	HSP82	PPT1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149591	855836	853210	35923	33541	YPL240C	YGR294W	HSP82	PAU12	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149592	855836	856377	35923	36414	YPL240C	YHL009C	HSP82	YAP3	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149593	855836	856425	35923	36461	YPL240C	YHR030C	HSP82	SLT2	HSP90	BYC2|MPK1|SLK2	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149594	855836	856429	35923	36465	YPL240C	YHR034C	HSP82	PIH1	HSP90	NOP17	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149595	855836	856467	35923	36502	YPL240C	YHR070W	HSP82	TRM5	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149596	855836	856544	35923	36574	YPL240C	YHR141C	HSP82	RPL42B	HSP90	MAK18	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149597	855836	856574	35923	36603	YPL240C	YHR169W	HSP82	DBP8	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149598	855836	856581	35923	36609	YPL240C	YHR176W	HSP82	FMO1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149599	855836	856587	35923	36614	YPL240C	YHR181W	HSP82	SVP26	HSP90	ERV26	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149600	855836	854681	35923	34866	YPL240C	YIL125W	HSP82	KGD1	HSP90	OGD1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149601	855836	854647	35923	34833	YPL240C	YIL159W	HSP82	BNR1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149602	855836	854639	35923	300773	YPL240C	YIL167W	HSP82	SDL1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149603	855836	854856	35923	35029	YPL240C	YIR038C	HSP82	GTT1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149604	855836	853447	35923	33748	YPL240C	YJL008C	HSP82	CCT8	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149605	855836	853409	35923	33717	YPL240C	YJL041W	HSP82	NSP1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149606	855836	853267	35923	33588	YPL240C	YJL172W	HSP82	CPS1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149607	855836	853465	35923	33765	YPL240C	YJR009C	HSP82	TDH2	HSP90	GLD2	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149608	855836	853489	35923	33785	YPL240C	YJR032W	HSP82	CPR7	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149609	855836	853723	35923	34001	YPL240C	YKL135C	HSP82	APL2	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149610	855836	853942	35923	34199	YPL240C	YKR068C	HSP82	BET3	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149611	855836	850653	35923	31244	YPL240C	YLL007C	HSP82	YLL007C	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149612	855836	850772	35923	31356	YPL240C	YLR083C	HSP82	EMP70	HSP90	TMN1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149613	855836	850832	35923	31409	YPL240C	YLR141W	HSP82	RRN5	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149614	855836	850898	35923	31470	YPL240C	YLR201C	HSP82	COQ9	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149615	855836	850914	35923	31484	YPL240C	YLR216C	HSP82	CPR6	HSP90	CYP40	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149616	855836	851135	35923	31675	YPL240C	YLR417W	HSP82	VPS36	HSP90	GRD12|VAC3|VPL11	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149617	855836	851142	35923	31682	YPL240C	YLR423C	HSP82	ATG17	HSP90	APG17	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149618	855836	854965	35923	35127	YPL240C	YML042W	HSP82	CAT2	HSP90	YCAT	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149619	855836	854902	35923	35068	YPL240C	YML073C	HSP82	RPL6A	HSP90	YL16A	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149620	855836	855138	35923	35287	YPL240C	YMR111C	HSP82	YMR111C	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149621	855836	855320	35923	35456	YPL240C	YMR277W	HSP82	FCP1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149622	855836	855628	35923	35728	YPL240C	YNL096C	HSP82	RPS7B	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149623	855836	855488	35923	35605	YPL240C	YNL233W	HSP82	BNI4	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149624	855836	855808	35923	35897	YPL240C	YNR071C	HSP82	YNR071C	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149625	855836	853993	35923	34248	YPL240C	YOL127W	HSP82	RPL25	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149626	855836	853985	35923	34241	YPL240C	YOL135C	HSP82	MED7	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149627	855836	854173	35923	34414	YPL240C	YOR009W	HSP82	TIR4	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149628	855836	854257	35923	34488	YPL240C	YOR090C	HSP82	PTC5	HSP90	PPP1	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149629	855836	854364	35923	34587	YPL240C	YOR192C	HSP82	THI72	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149630	855836	854559	35923	34759	YPL240C	YOR377W	HSP82	ATF1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149631	855836	856099	35923	36169	YPL240C	YPL008W	HSP82	CHL1	HSP90	CTF1|MCM12|LPA9	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149632	855836	856091	35923	36161	YPL240C	YPL016W	HSP82	SWI1	HSP90	GAM3|LPA1|ADR6	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149633	855836	856036	35923	36110	YPL240C	YPL069C	HSP82	BTS1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149634	855836	855962	35923	36041	YPL240C	YPL141C	HSP82	FRK1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149635	855836	855894	35923	35978	YPL240C	YPL207W	HSP82	TYW1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149636	855836	856108	35923	36178	YPL240C	YPR002W	HSP82	PDH1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149637	855836	856167	35923	36228	YPL240C	YPR054W	HSP82	SMK1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149638	855836	856228	35923	36279	YPL240C	YPR112C	HSP82	MRD1	HSP90	-	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149639	855836	856331	35923	36371	YPL240C	YPR201W	HSP82	ARR3	HSP90	ACR3	Two-hybrid	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149640	855836	851259	35923	31786	YPL240C	YAL005C	HSP82	SSA1	HSP90	YG100	Affinity Capture-MS	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149641	855836	851272	35923	31799	YPL240C	YAR015W	HSP82	ADE1	HSP90	-	Affinity Capture-MS	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
149642	855836	852245	35923	32662	YPL240C	YBL035C	HSP82	POL12	HSP90	-	Affinity Capture-MS	physical	Zhao R (2005)	15766533	559292	559292	High Throughput	-	-	-	-	-	BioGRID
